Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/ValueSet-cz-sitequalifier.json	2820	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	34	53	0	0	0	0	0	0
fsh-generated/resources/ValueSet-cz-specimen-laterality.json	1615	1	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	27	41	0	0	0	0	0	0
fsh-generated/resources/ValueSet-cz-specimenAdditive.json	2474	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	29	47	0	0	0	1	0	0
fsh-generated/resources/ValueSet-cz-specimencontainer.json	1196	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	21	74	0	0	0	0	0	0
fsh-generated/resources/ValueSet-dlp-atc.json	975	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	15	136	0	0	0	0	0	0
fsh-generated/resources/ValueSet-dlp-formy.json	1055	1	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	15	312	0	0	0	0	0	0
fsh-generated/resources/ValueSet-dlp-lecivelatky.json	1107	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	21	459	0	0	0	0	0	0
fsh-generated/resources/ValueSet-dlp-lecivepripravky.json	1039	1	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	15	149	0	0	0	1	0	0
fsh-generated/resources/ValueSet-document-category.json	1891	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	28	44	0	0	0	0	0	0
fsh-generated/resources/ValueSet-drzar.json	1153	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	16	48	0	0	0	0	0	0
fsh-generated/resources/ValueSet-eHDSIAbsentOrUnknownAllergy.json	1518	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	33	44	0	0	0	1	0	0
fsh-generated/resources/ValueSet-eHDSIAbsentOrUnknownDevice.json	1281	1	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	24	35	0	0	0	0	0	0
fsh-generated/resources/ValueSet-eHDSIAllergenNoDrug.json	28133	3	0	0	0	0	0	0	3	26	0	0	0	0	2	0	0	1	0	0	0	298	150	0	0	0	7	0	1
fsh-generated/resources/ValueSet-eHDSIDoseForm.json	36662	4	0	0	0	0	0	0	4	307	0	0	0	0	1	0	0	1	0	0	0	926	380	0	0	0	17	0	0
fsh-generated/resources/ValueSet-eHDSIExceptionalValue.json	1477	2	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	33	46	0	0	0	1	0	0
fsh-generated/resources/ValueSet-eHDSIReactionAllergy.json	4757	1	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	65	53	0	0	0	1	0	0
fsh-generated/resources/ValueSet-eHDSIRouteofAdministration.json	23046	2	0	0	0	0	0	0	2	27	0	0	0	0	1	0	0	0	0	0	0	145	100	0	0	0	4	0	1
fsh-generated/resources/ValueSet-healthInsuranceCompanyCode.json	1108	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	18	41	0	0	0	1	0	0
fsh-generated/resources/ValueSet-idcard-uri.json	30725	5	0	0	0	0	0	0	2	11	0	0	0	0	1	0	0	1	0	0	0	174	111	0	0	0	2	0	0
fsh-generated/resources/ValueSet-imaging-document-types.json	7731	3	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	65	128	0	0	0	1	0	0
fsh-generated/resources/ValueSet-lab-document-types.json	2074	2	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	25	39	0	0	0	0	0	0
fsh-generated/resources/ValueSet-lab-specimenType.json	106141	11	0	0	0	0	0	0	10	120	0	0	0	0	1	0	0	3	0	0	0	1271	641	0	0	0	23	0	2
fsh-generated/resources/ValueSet-medical-device.json	1494	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	18	143	0	0	0	1	0	0
fsh-generated/resources/ValueSet-medical-document-type.json	2526	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	25	43	0	0	0	0	0	0
fsh-generated/resources/ValueSet-medical-test-code.json	1312	1	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	23	550	0	0	0	1	0	0
fsh-generated/resources/ValueSet-mkn-10.json	834	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	13	127	0	0	0	0	0	0
fsh-generated/resources/ValueSet-nclpmat.json	729	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	12	235	0	0	0	0	0	0
fsh-generated/resources/ValueSet-nclppol.json	743	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	18	521	0	0	0	0	0	0
fsh-generated/resources/ValueSet-nrzp-povolani-vs.json	1131	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	16	60	0	0	0	0	0	0
fsh-generated/resources/ValueSet-nursing-document-type.json	1732	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	23	50	0	0	0	0	0	0
fsh-generated/resources/ValueSet-nzis-nahradyzazdravotnipeci.json	910	1	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	18	47	0	0	0	1	0	0
fsh-generated/resources/ValueSet-nzis-odbornostvzp.json	795	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	14	86	0	0	0	0	0	0
fsh-generated/resources/ValueSet-orphanet-rare-diseases.json	770	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	14	797	0	0	0	0	0	0
fsh-generated/resources/ValueSet-passport-NS.json	37736	2	0	0	0	0	0	0	2	13	0	0	0	0	2	0	0	1	0	0	0	251	137	0	0	0	2	0	0
fsh-generated/resources/ValueSet-passport-uri.json	31222	3	0	0	0	0	0	0	3	16	0	0	0	0	2	0	0	0	0	0	0	180	126	0	0	0	3	0	1
fsh-generated/resources/ValueSet-personal-relationship-cz.json	4121	1	0	0	0	0	0	0	1	8	0	0	0	0	2	0	0	0	0	0	0	93	109	0	0	0	1	0	0
fsh-generated/resources/ValueSet-referralorder-types.json	2007	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	24	47	0	0	0	0	0	0
fsh-generated/resources/ValueSet-registering-provider-service-type-cz.json	1751	1	0	0	1	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	25	40	0	0	0	0	0	0
fsh-generated/resources/ValueSet-search-document-types.json	1704	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	21	137	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vzp-smluvni-odbornost.json	768	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	14	84	0	0	0	0	0	0
/fsh-generated/includes/fsh-link-references.md	4111	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/fsh-generated/includes/menu.xml	1109	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/codeSystems.md	621	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/terminologies.md	291	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/index.md	267	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/artifactsPage.md	1121	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/valueSets.md	616	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/template/config	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config/_config.yml	140	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/temp/pages/_includes/artifacts.xml	42722	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	0	0	0	0	0	0
